Business_as_usual_2050	moderate_2050	extensive_2050	Business_as_usual_2099	moderate_2099	extensive_2099
-0.501580654	0.048561643	0.394793132	-0.06957604	0.221190702	0.046811044
0.363198495	0.462520651	0.476441714	1.593511596	-0.375372012	0.219321624
0.448531198	0.111242038	0.253362927	0.487757646	-0.268906047	-0.000340988
0.007910032	-0.300009924	0.061281334	0.818629593	0.181894319	-0.014392982
0.058231121	0.397613134	0.036178069	-0.37684027	-0.232950662	0.259244957
0.540104887	0.402555535	0.419029198	0.243036478	0.450643797	0.108982293
0.394686239	0.439477831	0.468237501	0.185646618	0.451479669	0.031331297
0.290891984	0.477009295	0.255545043	-0.346253489	-0.301668516	0.194718699
0.148299794	0.251632667	0.489800028	0.440253706	-0.385625183	0.433058696
-0.363732005	-0.28822657	0.46094624	1.439227687	0.745888936	0.132125977
-0.312821206	0.111392065	0.25573146	-0.171877249	-0.144008455	0.421921602
0.210093902	-0.220841496	0.187756343	1.293774258	-0.063457295	0.202679099
0.601101847	-0.289482169	0.170104155	0.38853469	0.644201194	0.201358486
0.03839893	0.407549061	0.012624133	-0.172192869	-0.463106223	-0.344116614
0.553866706	-0.033156658	0.174725267	0.242932432	0.779751785	0.280485625
0.456128928	-0.065518332	0.082913472	1.437179368	-0.359178317	0.551310814
0.864172969	0.211576236	0.282176632	0.909159679	0.00511883	-0.294336274
0.085260067	-0.251513442	0.202322624	1.133407089	0.0129579	-0.325162651
-0.53196421	0.178568255	0.399581645	0.173843556	-0.046734144	-0.45362926
0.755047105	0.17005122	-0.001447449	1.001974444	0.255121328	-0.422039212
-0.118270692	0.001289345	0.505344557	-0.090665694	0.447899293	0.309053229
-0.108319449	-0.432046464	0.312318366	0.384126056	-0.137397528	-0.296503136
-0.141460843	0.013942086	0.302681978	1.445446286	0.691417931	0.200182634
0.797191263	-0.299695203	0.169754377	0.005929897	0.503373059	-0.21828318
-0.102480879	-0.342025559	0.316287955	1.367343976	0.224206211	-0.425880723
0.856706026	0.348358092	0.33729063	1.594427999	0.642681572	-0.405285692
0.094782272	-0.442022907	0.131054388	0.05206303	0.618286752	-0.344160251
0.870593408	-0.032884111	0.086342617	1.306596694	0.177124205	0.213108192
0.795890258	-0.278336756	0.126451292	1.551954784	-0.277833923	0.209202832
0.2186769	0.019754125	0.057356577	0.731200858	0.645658667	0.004273853
0.296230602	-0.302946809	0.271211441	0.993153376	0.446701636	-0.335718471
-0.520868056	-0.176224865	0.097958807	0.539836461	-0.437354335	-0.083845944
-0.377150696	-0.402912292	0.161496473	0.479324593	0.47431797	-0.445670706
-0.273256559	-0.428017475	0.260174888	1.504074174	0.528291262	0.559809271
0.287914956	-0.029953752	0.466519413	0.476663792	-0.099529557	0.512504115
-0.169909051	-0.400221668	0.355175842	0.787414736	-0.14408671	-0.105185988
-0.55942376	0.099602539	0.359326376	-0.086578687	-0.058197091	0.078089247
-0.381018191	-0.053365597	0.015468156	0.701866442	-0.045110044	-0.454215389
-0.092652185	-0.142021229	0.173067925	0.294238163	-0.169976605	0.360275995
-0.567550897	0.328332771	0.25071283	0.78807332	0.083247554	-0.138469989
0.286119467	0.375779355	0.252959224	0.501992477	0.679335795	-0.158239224
0.83583422	0.049582474	0.455166159	1.127479177	0.010074471	-0.206719712
0.299384057	-0.283799702	0.120689097	1.142767194	-0.14662542	0.502723863
-0.188864752	0.205041865	0.492409355	1.377586825	0.72075866	-0.092761831
-0.543081362	0.321906282	0.364448067	0.458544055	0.254193966	0.414665426
0.396558606	-0.347727805	0.066106042	1.559140835	0.388631987	-0.419694144
-0.492890182	-0.357098028	0.329043428	-0.030740087	0.194259758	-0.310372534
-0.516005601	-0.344567139	0.32942831	1.34031602	-0.452071367	0.367164984
0.61430463	-0.378336436	0.098530432	0.240476963	0.067391142	-0.102680168
0.614454409	0.279677974	0.008714159	0.210468814	0.055058569	0.39780191
0.092919356	-0.052723805	0.277594871	0.772026644	0.35423189	0.032645372
-0.115341804	-0.039452506	0.160901931	1.163931999	-0.041091155	0.347557824
-0.592294305	-0.436168303	0.016525818	1.304165923	0.718441216	0.019193834
-0.347497924	-0.063294027	0.358003802	-0.124319941	0.567818315	0.433608576
-0.005564341	0.420547351	0.429789748	1.339824399	-0.472350404	-0.260445257
-0.156255204	0.061111497	0.528136581	0.055114543	0.005422574	-0.070550144
-0.266665805	0.179866067	0.140596923	1.444017234	0.305460868	0.090827628
0.074393854	0.036956028	0.14303149	-0.292172215	-0.150838235	0.414259577
-0.242862822	0.130517164	0.435430035	-0.086009072	-0.154281863	0.010410615
-0.163228141	-0.028077356	0.000699	0.530447688	0.30955464	-0.386534017
-0.422216401	0.032639554	0.365362084	1.20304321	0.011059591	-0.224200517
-0.366787664	-0.158465203	0.025906578	0.448009174	-0.458083119	0.03160201
-0.459567371	0.206973366	0.173258724	1.532549262	-0.145806169	0.552156213
-0.053218277	0.348326227	0.418253892	0.24841205	0.149418542	-0.357920764
0.766386101	-0.079975609	0.525515682	-0.026498727	0.111647584	-0.381050372
0.419230994	-0.236505052	0.22417594	0.062694869	-0.349459676	0.603591387
-0.509425643	-0.105351772	0.132415428	0.585274115	0.752323812	0.000118356
0.119082854	0.092693567	0.449916136	1.077191099	0.239376499	0.373241558
-0.444518489	0.316674891	0.171171359	1.314366262	0.411812611	-0.144787041
0.522752367	-0.364971157	0.064126616	0.927865665	0.307714267	0.056134862
-0.137216735	0.001499386	0.414903787	0.140775163	-0.08560336	-0.310077972
0.494847945	0.48878276	0.369857199	0.174163305	-0.417497777	0.320142458
0.5411954	-0.281572249	0.523393036	1.551154693	0.410557678	0.374211526
0.771637913	-0.217642547	0.401040436	0.52777995	0.706450975	0.039334332
-0.442979235	0.140950024	0.105008144	0.28160827	-0.13999867	0.434487997
-0.060980574	-0.012310931	0.443780311	0.607359027	0.123474255	-0.03904705
0.624175925	-0.016209051	0.157056332	0.429986211	-0.259952574	0.25729347
-0.338101584	0.441338724	0.081635736	-0.265305859	-0.048523813	0.433813492
0.451238356	-0.419487023	0.344157111	0.018982951	0.324612585	0.56351146
-0.507717391	0.175612333	0.259498391	0.847320587	0.613078715	-0.313307221
-0.144236377	-0.38206009	0.370679735	0.095997715	-0.47818532	-0.087971068
0.684688179	0.176956639	0.428534573	1.146716984	0.669723774	0.182277006
-0.120352933	-0.424346032	0.053860604	0.818626374	-0.065351719	-0.437381978
0.498963782	0.060221526	0.087136604	1.199187994	0.377220597	0.367804929
0.377485225	0.159001598	-0.006780504	0.523454565	-0.204154373	0.202389889
-0.183730142	-0.163042323	0.254250346	-0.022769723	0.409044386	0.458318248
0.489935666	-0.425299388	0.08643198	1.399043958	-0.156060555	-0.345612702
0.503286142	-0.00808269	0.501960995	0.826068721	-0.051521373	0.597906106
-0.010337994	0.424654559	0.308299101	0.927154824	0.283812518	0.370705178
0.707486601	-0.302821869	0.394205704	-0.407564978	-0.46671957	0.009181286
0.201734929	-0.151454428	0.157545809	1.216545069	0.286180971	-0.271737038
-0.079237654	-0.251822697	0.512422381	-0.039924824	0.278895301	-0.185133702
-0.530269021	-0.01138015	0.429910737	0.72553515	-0.183450541	-0.048483838
-0.26563256	0.177044751	0.177617458	-0.383286148	0.352113527	0.210449393
0.246671071	-0.298468757	0.160247287	0.684164614	-0.053535755	-0.301425884
0.053570781	0.416793494	0.20194215	-0.2472155	-0.030253112	-0.395437205
-0.593400067	-0.034363321	0.494351756	0.441634863	-0.179810394	0.088447746
0.634214683	-0.418865605	0.353159639	1.485727378	-0.431580641	0.547045428
0.352886966	-0.310447646	0.287536861	1.206435154	0.166470217	0.01443514
0.264264751	0.346620603	0.123610892	1.388407974	0.443154935	-0.460336602
-0.062342695	-0.112643485	0.006358341	-0.297009298	0.717773619	0.154849004
-0.485193024	-0.17182756	0.144042071	0.118834695	-0.119892403	-0.205855076
0.176736879	-0.036588345	0.455609318	0.195254696	0.317571563	0.317175644
0.269653979	-0.273930391	0.076071859	1.420049207	0.726737238	0.544230659
-0.351716693	0.065628036	0.425921473	1.000448572	0.24192995	0.431843919
-0.292939909	-0.320258117	0.489462904	0.99922783	-0.313402602	-0.023828487
0.058996764	0.184615315	0.008474528	1.462771931	-0.484517182	-0.301044724
-0.50943864	-0.333564148	0.306256465	0.804058035	0.155987752	-0.408333519
0.44394946	0.001826396	0.291154584	0.416891742	-0.055413203	0.337252323
0.40297313	0.18168639	0.096513372	0.422023152	0.801698716	0.011024119
0.770648222	-0.423265711	0.435758222	0.313786956	0.710953214	0.141049024
0.181878782	0.228365319	0.105801982	0.85963301	-0.218393932	0.566994282
0.010692652	-0.158517268	0.286532643	0.214376917	0.62867883	-0.309464265
-0.25360768	0.333303717	0.368696175	0.771221934	0.739753732	-0.268040302
-0.2465361	-0.309190196	0.154619297	0.663120912	0.623540372	-0.451116857
0.859984599	-0.035787056	0.436502127	1.235145329	0.107600928	0.23556905
-0.383944425	-0.234636944	0.453353712	0.8476791	-0.324378876	0.603049131
-0.426155434	0.473840249	0.44675654	-0.243453385	-0.340671499	-0.256676445
0.046329204	-0.062682362	0.003764076	0.471959755	-0.454470948	-0.355604271
-0.260014322	-0.338549771	0.332408548	0.416680303	0.728117074	-0.425473997
0.170770782	-0.036971981	0.289799571	0.318443259	-0.136979016	0.246883862
0.44051001	-0.106772528	0.48545807	1.04889006	-0.171690982	-0.336250632
0.1771601	0.468419096	0.049703983	0.804457115	0.271219327	0.3125234
0.04235626	0.297386692	0.172944944	-0.076846253	-0.174658798	0.405904099
0.840912578	0.489106759	0.124036592	0.362835128	0.197808151	0.158162062
-0.563334602	-0.05733373	0.517062495	0.087427218	-0.414539295	-0.315733774
0.14982321	0.352956278	0.191470133	-0.285330738	0.723606032	-0.389936129
0.46848229	0.412122457	0.020122314	0.223109733	0.762704277	-0.02999913
0.024041369	0.289903716	0.300688055	-0.312492429	0.224056649	-0.267685487
0.667772476	-0.287253867	0.458127972	-0.20712096	-0.47542021	0.136141095
0.226445802	-0.202088476	0.453528963	-0.263392357	0.024501399	-0.25264662
0.400279779	0.212363633	0.395899114	-0.028831842	0.28117081	0.195451255
0.397082867	0.159404853	0.116842405	0.934602975	0.26699626	-0.100748162
0.289505978	-0.236082431	0.203143624	0.041419702	-0.280528401	0.257436814
-0.474725731	-0.396076489	0.517135805	1.111474128	-0.282018217	0.009492215
-0.420644182	0.128237359	0.41795802	0.502338605	-0.357772972	0.014254234
0.241877556	-0.091876049	0.290870799	1.046427332	0.35939548	0.363591089
-0.376708352	-0.227723228	0.454801498	1.447948438	0.204914521	0.420689008
-0.117826266	0.145675921	0.166419257	1.155722294	0.791045395	0.186018381
-0.025609883	-0.049882083	0.461990629	1.206206336	-0.183159815	0.370135061
-0.286088863	0.078254395	0.332731589	1.586243699	0.819623554	-0.454293657
0.702464803	0.349377612	0.096538179	0.928748895	0.491790681	0.153901441
0.257344584	0.127999632	0.108268378	0.391656519	0.325771397	0.50792661
0.54359392	0.245963478	0.495586988	1.171360737	0.045918629	0.120684809
-0.432239391	0.449911312	0.12331838	0.001059045	-0.18735227	0.560658249
0.779088584	0.457817938	0.429538949	-0.230010031	-0.003599238	0.230270042
0.473984903	-0.417687323	0.037315866	0.618415915	-0.241140819	-0.170130304
0.230174814	0.088473575	0.280491096	0.821252102	0.202298016	-0.220141544
0.553670452	0.366569761	0.484652014	0.222944589	-0.231912795	-0.070777888
0.538466428	0.399097815	-0.007941216	0.263967882	0.426142489	-0.314106883
-0.521837655	-0.298940518	0.486318292	-0.421790531	-0.49043956	-0.201116907
0.186346027	-0.32919693	0.299218632	0.439098041	-0.019044768	0.28309776
-0.378218229	-0.022717795	0.382894165	0.964211133	0.486964221	-0.009042406
0.589721378	-0.402516055	0.408638057	-0.16769642	0.812137014	-0.27098687
0.338913747	0.069026784	0.349093914	0.626317219	-0.052104315	-0.42581053
-0.470464074	-0.310554966	0.185998098	-0.196088042	0.113768351	0.140712127
-0.298605878	-0.293180398	0.445637372	0.314133138	-0.230256838	-0.431727916
0.027394479	0.460692811	0.30486432	0.436592149	0.275473622	-0.356525133
0.274072802	-0.266154218	0.29586731	-0.006310602	-0.068199198	0.227392298
-0.020836342	-0.260006072	0.264167766	-0.163851864	0.022212876	-0.168162942
-0.54905852	0.073104284	0.474406098	0.769750626	0.047210773	-0.147529609
0.643531868	-0.131149618	0.047036695	0.287147831	0.239262713	0.181110709
-0.367160964	0.047833719	0.314851015	1.378787932	0.312477612	-0.220251021
0.329769209	-0.136467018	0.349707377	0.584340588	0.692898112	-0.43525553
-0.201682667	0.257735274	0.008495762	0.653069135	0.211551658	0.057557218
0.409272741	0.335097002	0.181262953	1.184905297	0.794151254	-0.100208503
-0.566172979	0.230986268	0.054036208	0.913204154	-0.030801015	-0.438625949
0.135829759	-0.170986152	0.376914373	1.438534229	0.523072879	0.472051703
0.142176488	-0.428307481	0.411008098	-0.026076973	-0.114205789	0.303142977
-0.280310916	-0.31545266	0.473558876	1.516560106	-0.396946479	0.514448696
0.087360999	0.301653252	0.309026198	0.654781245	-0.475689466	-0.353412994
-0.59778372	-0.229531277	0.485131183	0.932450493	0.650724328	-0.287403623
0.043892875	0.167842427	0.062608633	1.291876215	0.178636932	-0.129789621
0.331647048	0.014471467	0.003200644	0.596427941	0.607927059	-0.086408294
-0.38999148	-0.029959989	0.105761923	-0.270194742	-0.029266468	0.448232833
-0.205066372	-0.056201467	0.481593976	1.371221209	0.629940114	-0.204381661
0.695964144	0.394557095	0.296269263	1.121195495	0.774967545	0.558289223
0.739622529	-0.201904159	0.165849284	0.768288186	0.459206375	-0.281981236
0.581159507	0.40122152	0.22754061	0.173890744	-0.370864317	-0.199509544
0.511535671	0.098974512	0.115250372	-0.291944583	-0.041244089	-0.161639727
-0.608775623	-0.0167491	0.28758524	0.400477768	-0.175510248	-0.051476483
0.434475508	-0.325537366	0.258044247	0.932692909	0.340438527	0.489441766
-0.301284444	-0.212435156	0.484488726	1.350625356	0.512067344	-0.418647479
0.730022672	0.016744988	0.233960705	1.542152474	0.078868235	-0.3267259
-0.260982745	0.192771287	0.305450018	0.950907962	-0.095167857	-0.201306131
0.68179224	0.211328679	0.514403138	1.373275481	0.601047245	0.115913932
-0.200337997	0.41421419	0.124489412	0.936380441	0.508866262	0.186606004
0.757053198	0.334528044	0.115557638	1.265262022	0.537381228	-0.271426951
-0.344164691	0.257884492	0.245185106	-0.153354504	-0.038123637	-0.417015494
0.047056261	-0.09607738	0.455126348	-0.008679809	0.437764421	-0.380633194
0.566336815	0.181508315	0.123462153	0.486317483	-0.455439254	-0.458796951
0.210065068	0.092571546	0.298450705	-0.156213678	0.710147113	-0.017150681
-0.574330799	0.189973228	0.232617282	-0.29630429	0.297067847	0.280047011
-0.281841509	-0.382802614	0.239662313	1.603608624	0.628576206	-0.114452413
-0.580361729	-0.394815379	0.073044505	0.483508175	0.556514681	-0.378417936
0.778093567	0.295007104	0.405411721	-0.117857285	0.774754139	-0.4031903
0.661828785	-0.182692578	0.454116612	1.407824938	0.184871213	0.400096336
0.862660704	-0.206752062	0.231532181	0.146437034	-0.06672756	-0.273787802
0.376730108	-0.187367867	0.443312829	-0.412071777	-0.103992073	0.417421067
-0.089044458	0.23811875	0.443244357	0.208366566	0.788305955	-0.34573055
0.786769648	-0.356077901	0.212208894	0.404788845	0.50906917	-0.089557764
0.657658321	0.290769725	0.530872724	-0.183266609	0.071391902	-0.159236171
0.26281583	0.361383364	0.154693931	1.118773274	-0.393175323	0.193890165
0.146005984	-0.382732291	0.508432805	0.683463399	-0.166856247	0.218837218
0.370388661	-0.223809017	0.00922723	0.269955684	0.358254511	0.354693153
-0.280393704	-0.079470508	0.361348642	1.533203156	0.817782319	0.077109813
0.2397173	0.487327548	0.120976108	1.453166218	0.382273312	-0.380996554
-0.601409548	0.237313286	0.201091113	0.707056068	0.450729976	-0.066684106
0.81539589	0.212617663	0.343393231	0.872674727	-0.208039023	-0.097718609
0.053993306	0.387997419	0.403429843	-0.403840005	0.810668488	0.299252578
0.081332693	-0.265222477	-0.002756659	-0.345463254	0.00151675	0.380506847
-0.190882009	0.332281227	0.164601342	0.722272693	0.469949502	0.215018614
-0.317338597	-0.163039467	0.075137474	0.256745112	-0.419210652	-0.417774741
0.001778824	0.176252628	0.088210567	1.012726477	-0.325470131	0.222544206
-0.1030321	-0.135320216	0.31242009	0.535735439	-0.047109027	0.027537404
0.301672226	0.002809188	0.431685646	-0.229239548	-0.381525187	0.566079512
0.628475351	0.323265985	0.26693614	1.170288982	0.408638687	0.414228525
0.106520589	-0.083049123	0.094215811	0.521607796	0.310491867	-0.470780875
0.640526558	0.043346927	0.443201105	0.913484585	-0.272557772	-0.151007578
-0.028821163	-0.357040373	0.022696493	-0.193855167	0.548741683	0.152689559
0.386381635	-0.378254418	0.47042163	0.277306679	0.752815217	-0.449822487
0.642431826	0.336860105	0.022660475	0.990614966	-0.346678724	-0.143716355
0.071338412	0.418869099	0.383513487	0.019439392	0.280035485	-0.058613026
-0.140049929	0.115144713	0.039568493	1.468347039	0.015833502	0.007190259
-0.446078656	0.363655167	0.050132398	0.86195053	-0.023062731	0.452160319
-0.074245312	0.29077688	0.332595455	0.261450205	0.056700034	-0.467004262
-0.198352066	0.052333907	0.056594214	-0.35471593	0.520590588	-0.439191571
-0.313918059	-0.285942456	0.273114173	0.905825115	-0.060027701	0.192544765
0.215678847	0.027438059	0.309946636	0.64291292	-0.495132382	-0.08301506
0.424308741	-0.318175371	0.461666754	0.670885378	-0.25016699	0.293513419
-0.526226992	-0.155786346	0.261060553	1.571168009	-0.178173348	0.26966346
0.61493414	-0.011423116	0.346053184	1.161196795	-0.017966033	-0.411956377
-0.367948921	0.0036621	0.290470461	0.20878326	-0.24918833	0.194134294
0.688957019	-0.085150088	0.02725106	1.244460725	0.609997991	0.097955762
0.327448048	0.148155357	0.349913151	0.272448347	0.223969824	0.067659855
0.569179916	-0.122878307	0.2560632	0.059612402	-0.078773408	0.02612949
0.82675735	0.027585587	0.346053927	0.831842627	0.642488206	0.296276688
-0.330032338	-0.183579932	0.373505607	0.967061752	0.464193299	-0.244975522
0.82920343	-0.442230275	0.512164677	0.908783237	0.266846272	0.414008826
0.466130045	0.052842029	0.085887769	1.53547978	0.612123752	0.352678601
0.224684084	-0.41173227	0.126801312	1.036008993	-0.053600334	-0.463301034
0.031724775	0.171235452	-0.010589456	-0.285007796	0.294480412	-0.455485852
0.767596642	-0.26851937	0.427705712	0.751910567	-0.310127417	0.066430075
0.128094592	-0.263198926	0.418984439	1.253287967	0.539932232	0.029460594
0.856309458	0.341618549	0.024716844	-0.117079496	-0.402190581	-0.322717414
0.340324101	0.126701549	0.281623781	-0.047951735	-0.474227829	-0.466360671
0.565463196	0.253938328	0.001150626	1.024613809	-0.100909528	-0.102025138
-0.227995501	-0.273849217	0.523591844	0.669082891	0.544879264	0.505398779
0.548501891	0.120257988	0.060349319	0.13639021	-0.026594926	0.413846398
-0.447041191	0.004363542	0.192174798	0.812910433	0.13856546	0.591903549
-0.327506553	0.297692396	0.219447226	1.276886483	0.347068389	0.259683927
0.086704668	-0.279830262	0.22098839	-0.05754756	0.311633405	-0.350735292
0.297828407	0.201473498	0.27277662	0.244448985	-0.159052495	0.035981099
0.342194456	0.13299287	0.045060607	1.130730271	0.62313117	-0.235190088
0.269496154	-0.200165403	0.269214597	-0.100071328	-0.237096975	0.592336568
-0.193277159	0.018568004	0.072709527	0.411467937	-0.166564118	-0.28966867
0.71087494	0.140723225	0.142032829	-0.154976151	0.791384922	-0.025499577
0.748294511	0.111902403	0.351289938	-0.1110299	-0.23354989	0.0074775
-0.446101202	0.230375962	0.052243141	-0.369787518	0.073689031	0.600285162
0.674884826	0.470815788	0.331022594	1.542861809	-0.236047297	-0.432952787
-0.10668663	-0.081131617	0.3345908	1.542902308	-0.142553652	-0.235733587
0.384684854	0.375333311	0.148926896	-0.255747872	0.733487213	-0.272416024
-0.51341511	0.190929342	0.317709916	1.520934703	-0.437088243	0.044317254
-0.135418801	0.052642965	0.280878766	0.830511605	-0.012594744	0.206702696
-0.494110625	0.396566061	0.146654441	-0.171225725	0.724986492	0.099380771
0.02380763	0.059994162	0.29214462	1.306355551	0.084667827	-0.332282736
0.616529152	-0.150608387	0.465558933	-0.072415182	0.240032997	-0.103116835
-0.094981966	0.223076667	0.207438995	1.272227322	0.164589235	-0.424106812
0.338363066	0.161978776	0.199740388	0.537662883	-0.492894173	0.476878498
0.476293866	-0.288443538	0.452453653	0.323497349	0.205721515	0.084859289
-0.286993967	-0.143965094	0.089022028	0.485441733	0.379473064	0.469615338
-0.002153221	0.239591337	0.415300984	1.032023209	-0.211586104	0.495933545
-0.066510208	-0.384006239	0.326892989	1.486786266	-0.209399257	-0.024025008
0.670093474	0.085739644	0.235309881	0.465945475	-0.101800743	-0.245954551
0.480204162	-0.400626143	0.352372785	0.085970757	0.747238383	0.257131923
0.077596062	-0.009006256	0.046463598	0.31322838	-0.150360685	0.009547915
0.27415861	-0.230871551	0.059250202	1.145827557	-0.069808283	0.617782222
0.35329217	-0.050429849	0.391846563	0.3130335	0.011549253	0.202449353
0.294581858	-0.236862443	0.380538844	1.262100206	-0.20362359	-0.106982127
-0.401790128	-0.175570148	0.061975213	1.32543734	-0.078013667	0.195517835
-0.164601959	-0.09289657	0.082562159	1.367628304	0.373574508	-0.061489901
0.25165557	-0.139034148	0.485426869	1.06692964	-0.252485292	-0.256550685
-0.075464302	0.38841015	0.528710483	0.850551451	-0.183608437	0.023050158
0.541622398	0.172064771	0.081967421	0.437804432	-0.015359238	0.127524436
-0.049831338	-0.372283574	0.058462699	1.473310414	0.096395159	-0.025024048
0.280759574	-0.03431424	0.484708395	0.642211922	0.50848296	-0.053813261
0.193090324	0.14451618	0.185440377	1.348604708	-0.391639885	0.037257552
-0.290147181	0.260063885	0.134311095	0.2124473	-0.162299693	-0.107597137
0.479325414	-0.06787467	0.44630131	-0.273992859	0.797035611	0.560611968
0.313379113	0.464898427	0.204883222	1.574916917	-0.216819285	-0.35631194
0.213640151	0.293247088	0.28963153	1.061387114	0.25787014	-0.082782814
0.381742139	-0.298032165	0.284753332	1.013813254	0.406612886	-0.399080657
0.720287206	0.242144906	0.513175494	0.948399435	0.042259076	-0.338016628
0.354392822	-0.350889003	0.457298219	1.106096878	0.000844597	-0.468698905
